,key,ticker,coin_buy_price,coin_buy_amount,usd_buy_total_amount,buy_time,usd_buy_fee,coin_buy_fee,usd_buy_amount_after_fee,coin_buy_amount_after_fee,coin_sell_price,coin_sell_amount,usd_sell_total_amount,sell_time,usd_sell_fee,coin_sell_fee,usd_sell_amount_after_fee,coin_sell_amount_after_fee,open,profit/loss,free_cash
0,0,BTCUSD,46199.83,0.0005411275322874565,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.058456492155924e-07,24.981250000000003,0.0005407216866382409,46263.47,0.0005407216866382409,25.01566152813766,2022-04-18 15:02:28,0.018761746146103243,4.055412649786807e-07,24.996899781991555,0.0005403161453732623,False,0.0,49.978149781991554
1,1,BTCUSD,46263.47,0.0005403831575971279,25.0,2022-04-18 15:02:28,0.01875,4.0528736819784597e-07,24.98125,0.00053997787022893,46407.32,0.00053997787022893,25.058925816632428,2022-04-18 15:02:28,0.01879419436247432,4.049834026716975e-07,25.040131622269953,0.0005395728868262583,False,0.0,49.99953140426151
2,2,BTCUSD,46050.0,0.0005428881650380022,25.0,2022-04-18 15:02:28,0.01875,4.0716612377850166e-07,24.98125,0.0005424809989142237,46018.11,0.0005424809989142237,24.963950280944626,2022-04-18 15:02:28,0.01872296271070847,4.068607491856678e-07,24.94522731823392,0.000542074138165038,False,0.0,49.92600872249543
3,3,BTCUSD,46018.11,0.0005432643800451605,25.0,2022-04-18 15:02:28,0.01875,4.074482850338704e-07,24.98125,0.0005428569317601266,46091.15,0.0005428569317601266,25.020900270295762,2022-04-18 15:02:28,0.01876567520272182,4.0714269882009494e-07,25.00213459509304,0.0005424497890613065,False,0.0,49.909393317588474
4,4,BTCUSD,46217.63,0.0005409191254506127,25.0,2022-04-18 15:02:28,0.01875,4.056893440879596e-07,24.98125,0.0005405134361065248,46192.76,0.0005405134361065248,24.967807430844033,2022-04-18 15:02:28,0.018725855573133027,4.0538507707989357e-07,24.9490815752709,0.0005401080510294449,False,0.0,49.83972489285938
5,5,BTCUSD,46192.76,0.0005412103541767152,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.0590776563253636e-07,24.981250000000003,0.0005408044464110827,46166.61,0.0005408044464110827,24.967107963726352,2022-04-18 15:02:28,0.018725330972794763,4.05603334808312e-07,24.948382632753557,0.0005403988430762744,False,0.0,49.76935752561293
6,6,BTCUSD,46166.61,0.0005415169101651605,25.0,2022-04-18 15:02:28,0.01875,4.061376826238704e-07,24.98125,0.0005411107724825366,45919.09,0.0005411107724825366,24.84731426159512,2022-04-18 15:02:28,0.01863548569619634,4.058330793619025e-07,24.828678775898922,0.0005407049394031747,False,0.0,49.57928630151186
7,7,BTCUSD,45387.24,0.0005508156036806821,25.0,2022-04-18 15:02:28,0.01875,4.131117027605116e-07,24.98125,0.0005504024919779216,45508.11,0.0005504024919779216,25.047777149205373,2022-04-18 15:02:28,0.01878583286190403,4.128018689834412e-07,25.02899131634347,0.0005499896901089382,False,0.0,49.589527617855325
8,8,BTCUSD,45508.11,0.0005493526318715499,25.0,2022-04-18 15:02:28,0.01875,4.120144739036624e-07,24.98125,0.0005489406173976462,45942.66,0.0005489406173976462,25.219792145290146,2022-04-18 15:02:28,0.01891484410896761,4.1170546304823464e-07,25.20087730118118,0.0005485289119345979,False,0.0,49.77165491903651
9,9,BTCUSD,45942.66,0.000544156563855902,24.999999999999996,2022-04-18 15:02:28,0.01875,4.0811742289192654e-07,24.981249999999996,0.0005437484464330101,46332.57,0.0005437484464330101,25.19326295674869,2022-04-18 15:02:28,0.018894947217561516,4.0781133482475753e-07,25.17436800953113,0.0005433406350981853,False,0.0,49.927272928567646
10,10,BTCUSD,46648.89,0.0005359184323571257,24.999999999999996,2022-04-18 15:02:28,0.01875,4.019388242678443e-07,24.981249999999996,0.0005355164935328579,46635.37,0.0005355164935328579,24.97400981700744,2022-04-18 15:02:28,0.01873050736275558,4.0163737014964344e-07,24.955279309644684,0.0005351148561627083,False,0.0,49.86380223821234
11,11,BTCUSD,46635.37,0.0005360737997790089,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.0205534983425673e-07,24.981250000000003,0.0005356717444291747,46651.39,0.0005356717444291747,24.989831461345755,2022-04-18 15:02:28,0.018742373596009318,4.0175380832188105e-07,24.971089087749746,0.0005352699906208528,False,0.0,49.81614132596208
12,12,BTCUSD,45829.36,0.0005455018355045761,25.0,2022-04-18 15:02:28,0.01875,4.091263766284321e-07,24.98125,0.0005450927091279476,45757.57,0.0005450927091279476,24.9421177944117,2022-04-18 15:02:28,0.018706588345808777,4.0881953184596073e-07,24.923411206065893,0.0005446838895961017,False,0.0,49.720802532027975
13,13,BTCUSD,45757.57,0.0005463576846410331,24.999999999999996,2022-04-18 15:02:28,0.01875,4.0976826348077484e-07,24.981249999999996,0.0005459479163775524,45914.55,0.0005459479163775524,25.06695290391295,2022-04-18 15:02:28,0.01880021467793471,4.094609372831643e-07,25.048152689235014,0.0005455384554402692,False,0.0,49.750205221262995
14,14,BTCUSD,45910.8,0.0005445341836779145,25.0,2022-04-18 15:02:28,0.01875,4.084006377584359e-07,24.98125,0.0005441257830401561,46040.24,0.0005441257830401561,25.051681641356712,2022-04-18 15:02:28,0.018788761231017536,4.0809433728011703e-07,25.032892880125694,0.000543717688702876,False,0.0,49.76434810138869
15,15,BTCUSD,45961.03,0.0005439390718615314,25.0,2022-04-18 15:02:28,0.01875,4.0795430389614856e-07,24.98125,0.0005435311175576353,45855.08,0.0005435311175576353,24.92366287809477,2022-04-18 15:02:28,0.01869274715857108,4.0764833816822644e-07,24.9049701309362,0.0005431234692194671,False,0.0,49.65056823232489
16,16,BTCUSD,45198.25,0.0005531187601289873,25.0,2022-04-18 15:02:28,0.01875,4.148390700967405e-07,24.98125,0.0005527039210588906,45229.56,0.0005527039210588906,24.998555159768355,2022-04-18 15:02:28,0.018748916369826268,4.1452794079416797e-07,24.979806243398528,0.0005522893931180964,False,0.0,49.611624475723424
17,17,BTCUSD,45229.56,0.0005527358656595377,25.0,2022-04-18 15:02:28,0.01875,4.1455189924465326e-07,24.98125,0.0005523213137602931,45227.35,0.0005523213137602931,24.98002936989659,2022-04-18 15:02:28,0.018735022027422443,4.142409853202198e-07,24.96129434786917,0.0005519070727749728,False,0.0,49.5541688235926
18,18,BTCUSD,45227.35,0.0005527628746764956,25.0,2022-04-18 15:02:28,0.01875,4.145721560073717e-07,24.98125,0.0005523483025204882,45341.5,0.0005523483025204882,25.044300558732715,2022-04-18 15:02:28,0.018783225419049535,4.1426122689036615e-07,25.025517333313665,0.0005519340412935978,False,0.0,49.560936156906266
19,19,BTCUSD,45286.16,0.0005520450398090719,25.0,2022-04-18 15:02:28,0.01875,4.140337798568039e-07,24.98125,0.000551631006029215,45384.29,0.000551631006029215,25.035381550621643,2022-04-18 15:02:28,0.018776536162966234,4.137232545219113e-07,25.016605014458676,0.0005512172827746931,False,0.0,49.558791171364945
20,20,BTCUSD,45330.0,0.0005515111405250386,25.0,2022-04-18 15:02:28,0.01875,4.1363335539377897e-07,24.98125,0.0005510975071696448,45084.11,0.0005510975071696448,24.845740633962055,2022-04-18 15:02:28,0.01863430547547154,4.133231303772336e-07,24.827106328486582,0.0005506841840392675,False,0.0,49.36714749985153
21,21,BTCUSD,45084.11,0.0005545190977486303,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.1588932331147274e-07,24.981250000000003,0.0005541032084253188,44836.26,0.0005541032084253188,24.843915519791786,2022-04-18 15:02:28,0.01863293663984384,4.155774063189891e-07,24.825282583151942,0.0005536876310189998,False,0.0,49.17368008300347
22,22,BTCUSD,44836.26,0.0005575844193962654,25.0,2022-04-18 15:02:28,0.01875,4.1818831454719905e-07,24.98125,0.0005571662310817182,44761.5,0.0005571662310817182,24.93959625256433,2022-04-18 15:02:28,0.018704697189423247,4.1787467331128866e-07,24.920891555374904,0.0005567483564084069,False,0.0,49.07582163837837
23,23,BTCUSD,44761.5,0.0005585156887056958,25.0,2022-04-18 15:02:28,0.01875,4.1888676652927185e-07,24.98125,0.0005580968019391664,44175.19,0.0005580968019391664,24.654032264055047,2022-04-18 15:02:28,0.018490524198041286,4.185726014543748e-07,24.635541739857008,0.000557678229337712,False,0.0,48.69261337823538
24,24,BTCUSD,44259.72,0.0005648476763974106,25.0,2022-04-18 15:02:28,0.01875,4.2363575729805794e-07,24.98125,0.0005644240406401125,44155.35,0.0005644240406401125,24.922341062878388,2022-04-18 15:02:28,0.01869175579715879,4.2331803048008436e-07,24.903649307081228,0.0005640007226096323,False,0.0,48.577512685316606
25,25,BTCUSD,44155.35,0.0005661828068399412,25.0,2022-04-18 15:02:28,0.01875,4.2463710512995593e-07,24.98125,0.0005657581697348112,43770.06,0.0005657581697348112,24.763269034782873,2022-04-18 15:02:28,0.018572451776087157,4.2431862730110843e-07,24.744696583006785,0.0005653338511075101,False,0.0,48.303459268323394
26,26,BTCUSD,43770.06,0.0005711666833447339,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.283750125085504e-07,24.981250000000003,0.0005707383083322253,43827.65,0.0005707383083322253,25.014118819176854,2022-04-18 15:02:28,0.01876058911438264,4.28053731249169e-07,24.99535823006247,0.0005703102546009761,False,0.0,48.28006749838586
27,27,BTCUSD,43827.65,0.0005704161642250954,25.0,2022-04-18 15:02:28,0.01875,4.2781212316882154e-07,24.98125,0.0005699883521019265,43838.17,0.0005699883521019265,24.98724627746411,2022-04-18 15:02:28,0.018740434708098084,4.274912640764449e-07,24.968505842756013,0.00056956086083785,False,0.0,48.22982334114188
28,28,BTCUSD,43838.17,0.0005702792794498494,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.27709459587387e-07,24.981250000000003,0.0005698515699902619,43760.22,0.0005698515699902619,24.93683007011926,2022-04-18 15:02:28,0.018702622552589445,4.2738867749269644e-07,24.918127447566672,0.0005694241813127692,False,0.0,48.12920078870855
29,29,BTCUSD,43760.22,0.000571295116889266,25.0,2022-04-18 15:02:28,0.01875,4.2847133766694956e-07,24.98125,0.0005708666455515991,43892.24,0.0005708666455515991,25.05661581454572,2022-04-18 15:02:28,0.018792461860909288,4.2814998416369936e-07,25.03782335268481,0.0005704384955674354,False,0.0,48.148274141393365
30,30,BTCUSD,43892.24,0.0005695767634552258,25.0,2022-04-18 15:02:28,0.01875,4.2718257259141937e-07,24.98125,0.0005691495808826343,43854.32,0.0005691495808826343,24.959667847892927,2022-04-18 15:02:28,0.018719750885919696,4.2686218566197577e-07,24.940948097007006,0.0005687227186969723,False,0.0,48.07047223840037
31,31,BTCUSD,43415.34,0.000575833334485,25.0,2022-04-18 15:02:28,0.01875,4.3187500086375004e-07,24.98125,0.0005754014594841363,43765.55,0.0005754014594841363,25.182761345125943,2022-04-18 15:02:28,0.018887071008844458,4.315510946131022e-07,25.1638742741171,0.0005749699083895232,False,0.0,48.21559651251747
32,32,BTCUSD,43655.64,0.0005726636924805134,25.0,2022-04-18 15:02:28,0.01875,4.294977693603851e-07,24.98125,0.000572234194711153,43408.28,0.000572234194711153,24.83970214959625,2022-04-18 15:02:28,0.018629776612197186,4.291756460333648e-07,24.82107237298405,0.0005718050190651197,False,0.0,48.01791888550153
33,33,BTCUSD,43408.28,0.0005759269890444864,25.0,2022-04-18 15:02:28,0.01875,4.319452417833648e-07,24.98125,0.0005754950438027031,43340.0,0.0005754950438027031,24.94195519840915,2022-04-18 15:02:28,0.018706466398806864,4.316212828520273e-07,24.923248732010343,0.000575063422519851,False,0.0,47.922417617511876
34,34,BTCUSD,43340.0,0.0005768343331795108,25.0,2022-04-18 15:02:28,0.01875,4.326257498846331e-07,24.98125,0.0005764017074296262,43500.0,0.0005764017074296262,25.07347427318874,2022-04-18 15:02:28,0.018805105704891554,4.323012805722197e-07,25.054669167483848,0.000575969406149054,False,0.0,47.95833678499572
35,35,BTCUSD,43708.52,0.000571970865176858,25.0,2022-04-18 15:02:28,0.01875,4.289781488826435e-07,24.98125,0.0005715418870279753,43718.56,0.0005715418870279753,24.98698828054576,2022-04-18 15:02:28,0.01874024121040932,4.286564152709815e-07,24.96824803933535,0.0005711132306127043,False,0.0,47.907834824331076
36,36,BTCUSD,43387.1,0.0005762081355979082,25.0,2022-04-18 15:02:28,0.01875,4.3215610169843115e-07,24.98125,0.0005757759794962097,43573.36,0.0005757759794962097,25.088494033940965,2022-04-18 15:02:28,0.018816370525455723,4.3183198462215726e-07,25.069677663415508,0.0005753441475115875,False,0.0,47.95876248774658
37,37,BTCUSD,43573.36,0.0005737450589075526,24.999999999999996,2022-04-18 15:02:28,0.01875,4.3030879418066446e-07,24.981249999999996,0.0005733147501133719,43530.29,0.0005733147501133719,24.956557333712613,2022-04-18 15:02:28,0.01871741800028446,4.2998606258502894e-07,24.937839915712328,0.0005728847640507869,False,0.0,47.87785240345892
38,38,BTCUSD,43530.29,0.0005743127371768027,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.30734552882602e-07,24.981250000000003,0.00057388200262392,43634.73,0.00057388200262392,25.041186236354044,2022-04-18 15:02:28,0.018780889677265534,4.3041150196794e-07,25.022405346676777,0.0005734515911219521,False,0.0,47.8815077501357
39,39,BTCUSD,43452.64,0.0005753390357870086,25.0,2022-04-18 15:02:28,0.01875,4.3150427684025644e-07,24.98125,0.0005749075315101683,43324.67,0.0005749075315101683,24.90767908319264,2022-04-18 15:02:28,0.01868075931239448,4.311806486326262e-07,24.888998323880244,0.0005744763508615357,False,0.0,47.751756074015944
40,40,BTCUSD,43324.67,0.0005770384402235493,25.0,2022-04-18 15:02:28,0.01875,4.32778830167662e-07,24.98125,0.0005766056613933817,43623.31,0.0005766056613933817,25.15344751471852,2022-04-18 15:02:28,0.01886508563603889,4.3245424604503625e-07,25.134582429082478,0.0005761732071473366,False,0.0,47.867588503098425
41,41,BTCUSD,43623.31,0.0005730881035849871,25.0,2022-04-18 15:02:28,0.01875,4.298160776887403e-07,24.98125,0.0005726582875072983,43606.78,0.0005726582875072983,24.971783958507505,2022-04-18 15:02:28,0.01872883796888063,4.2949371563047377e-07,24.953055120538625,0.0005722287937916679,False,0.0,47.801893623637056
42,42,BTCUSD,43615.84,0.0005731862552687281,25.0,2022-04-18 15:02:28,0.01875,4.2988969145154605e-07,24.98125,0.0005727563655772766,43546.71,0.0005727563655772766,24.941655352447643,2022-04-18 15:02:28,0.018706241514335732,4.2956727418295743e-07,24.922949110933306,0.0005723267983030936,False,0.0,47.70609273457036
43,43,BTCUSD,43546.71,0.0005740961831559721,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.305721373669791e-07,24.981250000000003,0.0005736656110186051,43653.49,0.0005736656110186051,25.042506013944564,2022-04-18 15:02:28,0.018781879510458423,4.302492082639538e-07,25.023724134434104,0.0005732353618103411,False,0.0,47.71106686900447
44,44,BTCUSD,43776.81,0.0005710786144536343,25.0,2022-04-18 15:02:28,0.01875,4.283089608402257e-07,24.98125,0.0005706503054927941,43725.5,0.0005706503054927941,24.95196993282517,2022-04-18 15:02:28,0.018713977449618877,4.279877291195956e-07,24.93325595537555,0.0005702223177636744,False,0.0,47.62557282438002
45,45,BTCUSD,43725.5,0.0005717487507289797,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.2881156304673477e-07,24.981250000000003,0.000571319939165933,43598.72,0.000571319939165933,24.908818058112548,2022-04-18 15:02:28,0.01868161354358441,4.2848995437444975e-07,24.890136444568963,0.0005708914492115585,False,0.0,47.496959268948984
46,46,BTCUSD,43598.72,0.0005734113295069213,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.30058497130191e-07,24.981250000000003,0.0005729812710097911,43561.31,0.0005729812710097911,24.95981477065152,2022-04-18 15:02:28,0.01871986107798864,4.297359532573433e-07,24.94109490957353,0.0005725515350565337,False,0.0,47.41930417852251
47,47,BTCUSD,43561.31,0.0005739037691933508,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.304278268950131e-07,24.981250000000003,0.0005734733413664557,43306.87,0.0005734733413664557,24.83533544302272,2022-04-18 15:02:28,0.01862650158226704,4.301050060248418e-07,24.816708941440453,0.0005730432363604309,False,0.0,47.217263119962965
48,48,BTCUSD,43306.87,0.0005772756147003927,24.999999999999996,2022-04-18 15:02:28,0.01875,4.3295671102529454e-07,24.981249999999996,0.0005768426579893675,43172.18,0.0005768426579893675,24.90355506239541,2022-04-18 15:02:28,0.01867766629679656,4.326319934920256e-07,24.884877396098613,0.0005764100259958754,False,0.0,47.083390516061584
49,49,BTCUSD,43172.18,0.0005790766183222622,25.0,2022-04-18 15:02:28,0.01875,4.3430746374169666e-07,24.98125,0.0005786423108585204,42919.23,0.0005786423108585204,24.834882427468337,2022-04-18 15:02:28,0.018626161820601252,4.339817331438903e-07,24.816256265647734,0.0005782083291253766,False,0.0,46.880896781709325
50,50,BTCUSD,43769.2,0.0005711779059247142,25.0,2022-04-18 15:02:28,0.01875,4.283834294435357e-07,24.98125,0.0005707495224952706,43663.77,0.0005707495224952706,24.92107587784332,2022-04-18 15:02:28,0.01869080690838249,4.28062141871453e-07,24.90238507093494,0.0005703214603533992,False,0.0,46.76453185264427
51,51,BTCUSD,42574.79,0.0005872019568387771,25.0,2022-04-18 15:02:28,0.01875,4.404014676290829e-07,24.98125,0.000586761555371148,42304.83,0.000586761555371148,24.822847850512005,2022-04-18 15:02:28,0.018617135887884006,4.4007116652836104e-07,24.804230714624122,0.0005863214842046196,False,0.0,46.550012567268396
52,52,BTCUSD,42578.78,0.0005871469309360203,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.403601982020152e-07,24.981250000000003,0.0005867065707378183,42478.73,0.0005867065707378183,24.92255000759769,2022-04-18 15:02:28,0.018691912505698266,4.4002992805336377e-07,24.90385809509199,0.0005862665408097649,False,0.0,46.43512066236039
53,53,BTCUSD,42443.06,0.0005890244482843603,25.0,2022-04-18 15:02:28,0.01875,4.4176833621327026e-07,24.98125,0.0005885826799481471,42566.78,0.0005885826799481471,25.054069449163187,2022-04-18 15:02:28,0.01879055208687239,4.414370099611103e-07,25.035278897076314,0.000588141242938186,False,0.0,46.4516495594367
54,54,BTCUSD,42671.72,0.0005858681112455743,25.0,2022-04-18 15:02:28,0.01875,4.394010834341807e-07,24.98125,0.0005854287101621401,42791.56,0.0005854287101621401,25.051407776625826,2022-04-18 15:02:28,0.01878855583246937,4.3907153262160505e-07,25.032619220793357,0.0005849896386295185,False,0.0,46.46551878023006
55,55,BTCUSD,42791.56,0.00058422735698348,25.0,2022-04-18 15:02:28,0.01875,4.3817051773761e-07,24.98125,0.0005837891864657424,42646.59,0.0005837891864657424,24.896618081638064,2022-04-18 15:02:28,0.018672463561228547,4.378418898493068e-07,24.877945618076836,0.0005833513445758931,False,0.0,46.3247143983069
56,56,BTCUSD,42725.85,0.0005851258664251268,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.3884439981884507e-07,24.981250000000003,0.0005846870220253079,42149.77,0.0005846870220253079,24.64442350035166,2022-04-18 15:02:28,0.018483317625263746,4.385152665189809e-07,24.625940182726396,0.0005842485067587889,False,0.0,45.931904581033294
57,57,BTCUSD,42149.77,0.0005931230466975265,25.0,2022-04-18 15:02:28,0.01875,4.4484228502314484e-07,24.98125,0.0005926782044125033,42159.82,0.0005926782044125033,24.987206415954347,2022-04-18 15:02:28,0.01874040481196576,4.445086533093775e-07,24.968466011142382,0.0005922336957591939,False,0.0,45.88162059217568
58,58,BTCUSD,42261.84,0.0005915502022628452,25.0,2022-04-18 15:02:28,0.01875,4.436626516971339e-07,24.98125,0.0005911065396111481,42297.93,0.0005911065396111481,25.002583035014567,2022-04-18 15:02:28,0.018751937276260927,4.4332990470836106e-07,24.983831097738307,0.0005906632097064397,False,0.0,45.846701689913985
59,59,BTCUSD,40106.74,0.0006233366262129508,25.0,2022-04-18 15:02:28,0.01875,4.6750246965971313e-07,24.98125,0.0006228691237432911,40017.0,0.0006228691237432911,24.92535372483528,2022-04-18 15:02:28,0.01869401529362646,4.671518428074683e-07,24.906659709541653,0.0006224019719004836,False,0.0,45.734611399455645
60,60,BTCUSD,39960.72,0.0006256143532949357,25.000000000000004,2022-04-18 15:02:28,0.018750000000000003,4.6921076497120175e-07,24.981250000000003,0.0006251451425299644,40116.79,0.0006251451425299644,25.07881640239465,2022-04-18 15:02:28,0.018809112301795987,4.688588568974733e-07,25.060007290092855,0.0006246762836730669,False,0.0,45.7758686895485
